본문,산업
"식품의약품안전처가 세계 최초로 마약류 의존성 평가 국제(UN) 가이드라인을 제정해 전 세계 90여 개국에 국문·영문본을 동시 배포했다고 18일 밝혔다.  이번 가이드라인에는 신종마약류를 마약류로 지정·관리하기 위해 필요한 과학적 평가 기준이 담겼다. 동물행동 시험을 통해 효과와 특성을 명확하게 평가할 수 있는 오피오이드계 약물을 대상으로, 마약류 의존성 평가에 필요한 실험 동물 종류와 장비 구성, 시험원리와 상세한 시험방법, 결과분석 방법과 평가 시 고려사항 등이 포함됐다.  오피오이드계 약물은 모르핀, 헤로인, 옥시코돈, 펜타닐 및 그 유사체, 니타젠 계열 신종 합성 오피오이드 등이다.  식약처는 가이드라인 제정을 위해 유엔마약범죄사무소(UNODC)와 2022년 11월 LOI(협력의향서), 2023년 9월 MOU(업무협약)를 체결해 국제협력 기반을 마련했다. 이후 식약처 소속 식품의약품안전평가원이 발간한 기존 의존성 평가 가이드라인을 바탕으로 식약처-UNODC-KIST(한국과학기술연구원)와의 공동 연구와 국내외 전문가 논의를 거쳐 최초의 국제 기준을 수립했다.  오유경 식약처장은 ""이번 국제 가이드라인 제정은 국제기준을 따라가던 단계에서 벗어나 우리나라가 직접 국제기준 마련을 주도하는 전환점이 될 것""이라 말했다.",헬스케어
"한미그룹 창업주 임성기 회장의 신약 개발에 대한 집념과 유지, 철학을 받들기 위해 제정된 임성기연구자상 대상에 연세대 의과대학 약리학교실 김형범 교수가 선정됐다. 만 45세 미만 연구자 대상의 '젊은연구자상'은 강원대 약학대학 약학과 한용현 교수가 받는다.  임성기재단은 지난 8일 이사회를 열고 임성기연구자상 제5회 수상자 2명을 이같이 선정했다고 18일 밝혔다.  임성기연구자상은 국내 최고 권위의 생명공학 및 의약학 부문 상으로, 한미그룹 창업주 임성기 회장의 신약 개발에 대한 유지를 계승하기 위해 임 회장 가족이 최우선으로 설립한 임성기재단이 제정한 상이다. 재단은 의학, 약학, 생명과학 분야 석학들로 이뤄진 별도의 심사위원회를 구성해 엄격한 심사를 거쳐 수상자들을 선정했다.  대상 수상자인 김형범 교수는 유전자가위 연구의 세계적 권위자로, 암 발생 위험을 높이는 'ATM 유전자'의 단일 염기 변이 2만 7000여 개의 기능을 전수 분석한 연구 성과가 정밀의학 발전에 크게 기여한 점을 인정받았다.  젊은연구자상을 받는 한용현 교수는 비만·대사증후군에서 동반되는 지방간염의 악화 기전을 규명하는 과정에서 염증성 사이토카인 'IL-18'과 그 길항제인 'IL-18BP'가 상호 견제한다는 새로운 생물학적 염증·섬유화 조절 메커니즘을 밝혀냈다.  김창수 임성기재단 이사장은 ""올해 임성기연구자상 수상자들의 연구는 정밀의학과 신약 개발 분야의 지평을 한층 확장한 보다 의미 있는 성취""라며 ""임성기재단은 앞으로도 국내 연구자들이 안정적으로 연구에 전념할 수 있는 환경 조성에 힘을 보태고, 인류 건강 증진에 기여할 수 있도록 다양한 탐구 활동에 필요한 지원을 아끼지 않겠다""고 말했다.  시상식은 내년 3월초 열리며 대상 수상자에게는 상패와 상금 3억원, 젊은연구자상 수상자에게는 상패와 상금 5000만원이 수여된다.",헬스케어
"단국대학교는 최근 손혜주 의학과 교수가 한국차세대과학기술한림원(Y-KAST) 의약학부 분야 회원으로 선출됐다고 18일 밝혔다.  한국과학기술한림원은 지난 15일 과학기술 분야에서 탁월한 연구성과를 발표한 젊은 과학자 29명을 '2026년도 Y-KAST 회원'으로 선출했다.  손 교수는 뇌 영상진단 및 PET 기반 신경이미징 분야에서의 연구 성과를 인정받았다. 알츠하이머 치매 조기 진단과 '회복탄력성'(Resilience) 연구에서 두각을 보였다.  또한 전 세계적으로 진행 중인 '우성 유전 알츠하이머병 네트워크'(DIAN) 국제 코호트 연구를 국내 기관 최초로 주도했다. 유전적 요인이 강한 치매 환자라도 새로운 경험에 대한 개방성, 협력적이고 이타적인 태도, 성실한 삶의 자세 등 '회복탄력성' 관련 삶의 경험 요인이 발병 시기를 늦출 수 있음을 규명했다.  해당 연구 결과는 미국 신경학회 공식 저널인 'Neurology'(IF 9.0)에 게재됐다. 손 교수는 이 연구 성과를 바탕으로 지난 6월 충청남도의사회가 수여하는 '제4회 충의(忠醫) 학술상'을 받았다.  현재는 '알츠하이머 뇌조직 투명화 이미징 및 행동 연구실'을 이끌며 3D 조직 투명화 기술과 광시트 현미경을 활용한 뇌 미세 병리 삼차원 시각화 연구를 수행 중이다. 이와 함께 눈(안구) 검사만으로 치매를 조기에 진단하는 '안구 기반 알츠하이머 조기 진단 플랫폼' 기술 사업화에도 참여하고 있다.  손 교수는 ""임상과 기초를 잇는 연구를 통해 치매 진단과 예방 기술 발전에 기여하겠다""며 ""치매와 함께 살아가는 사람들에게 실질적인 도움이 될 수 있도록 의학과 인문학, 예술을 아우르는 연구를 이어갈 것""이라고 말했다.  단국대는 2023년 이정환 치의예과 교수에 이어 두 번째 Y-KAST 회원을 배출했다.",헬스케어
"GC녹십자가 지난 17일 카나프테라퓨틱스(이하 카나프)가 보유한 이중항체 기반 항체-약물 접합체(ADC) 기술에 대한 옵션을 행사했다고 18일 밝혔다. 이번 결정은 2024년 11월 양사가 체결한 공동개발 계약의 확장으로, 전임상 단계의 파이프라인을 개발 단계로 진입시키는 중요한 이정표로 분석된다.  양사는 기존 치료제에 내성이 생긴 EGFR 변이 비소세포폐암 환자를 대상으로 EGFR과 cMET을 동시에 타깃하는 이중항체 ADC를 공동 연구·개발할 계획이다.  EGFR 변이 비소세포폐암 환자는 표준치료제인 EGFR 저해제 투여 후 1~2년 내 약물 내성이 발생하는 경우가 많다. 내성의 주요 원인으로 cMET 과발현과 EGFR 내성 변이가 지목된다. 이에 양사는 두 표적을 동시에 공략함으로써 내성 환자를 위한 새로운 치료 대안을 마련한다는 계획이다. EGFR과 cMET은 여러 암종에서 과발현되는 만큼, 향후 비소세포폐암 외 적응증 확장 가능성도 함께 검토할 예정이다.  회사측은 이번 옵션 행사가 그간 카나프의 연구 성과에 대한 신뢰를 바탕으로 이루어진 것이라고 설명했다. 지난해 11월 공동개발 계약 이후, 카나프는 전임상 연구와 후보물질 최적화를 수행했다.  향후 전임상은 양사가 공동으로 추진하고, CMC 개발은 카나프가 주도하며 임상 단계는 GC녹십자가 담당할 예정이다. 카나프는 롯데바이오로직스와 공동 개발한 ADC 플랫폼 기술을 기반으로 파이프라인을 확대하고 있다. 이병철 카나프 대표는 ""GC녹십자의 옵션 행사는 당사 기술에 대한 강한 신뢰와 연구 성과의 가치를 반영한 결과""라며 ""앞으로도 전략적 파트너십을 확대해 글로벌 항암제 개발을 선도해 나가겠다""고 말했다.  정재욱 GC녹십자 연구개발(R&D) 부문장은 ""GC녹십자는 항암 및 면역 질환 치료제 분야에 지속 투자하고 있고, 이번 옵션 행사는 그 전략의 일환""이라며 ""양사의 역량을 활용해 혁신 신약 개발의 성과를 이루겠다""고 말했다.",헬스케어
"신약 개발 전문기업 아이엔테라퓨틱스가 니로다 테라퓨틱스(이하 니로다)와 독자 개발한 차세대 비마약성 진통제 후보물질 '아네라트리진'의 기술 수출 계약을 체결했다고 18일 밝혔다. 계약 규모는 약 7500억원(약 5억 달러) 이상이다.  아이엔테라퓨틱스는 계약 체결과 동시에 선수금을 확보했으며 향후 18개월 내 단기 마일스톤을 포함한 단계별 마일스톤과 로열티를 확보할 예정이다.  아이엔테라퓨틱스는 아네라트리진 등 다수의 신약후보 물질을 발굴한 독자 이온채널 신약 개발 플랫폼 'VITVO'를 보유하고 있다. 아네라트리진은 만성통증 조절에 핵심적인 역할을 하는 이온채널(NaV1.7)을 정밀하게 타깃 해 억제하는 기전을 갖는다.  파트너사인 니로다는 미국의 주요 벤처캐피탈인 파퓰레이션 헬스 파트너(Population Health Partners), 에프프라임 캐피털(F-Prime Capital), 릴리 아시아 벤처스(Lilly Asia Ventures)가 공동 설립한 회사다. 이번 계약에 따라 니로다는 미국·유럽 등 주요 시장에서 아네라트리진의 글로벌 임상 개발 및 상업화 권리를 독점적으로 확보하게 된다.  한국과 중국 등 일부 아시아 지역에 대한 권리는 아이엔테라퓨틱스가 계속 보유한다. 아이엔테라퓨틱스의 한국 및 유럽 임상 2상 프로그램은 니로다의 글로벌 개발 프로그램에 맞춰 재조정된다.  아이엔테라퓨틱스는 기술 수출 성과를 바탕으로 후속 파이프라인의 개발과 2027년을 목표로 하는 IPO에도 속도를 낼 계획이다. 박종덕 아이엔테라퓨틱스 대표는 ""이번 계약은 당사 이온채널 플랫폼 기술의 글로벌 상업화 가능성을 인정받은 쾌거""라며 ""확보된 자금은 난청·뇌질환 치료제 등 후속 파이프라인에 적극적으로 재투자하고 자체 상업화 역량을 단계적으로 강화해 글로벌 바이오텍으로 도약하겠다""고 말했다.",헬스케어
"대웅제약이 당뇨병 치료제 '엔블로정'(성분명 이나보글리플로진)의 중국인 대상 임상 3상에서 인슐린 저항성과 지방 축적 지표 개선을 확인했다고 18일 밝혔다.  이번 연구는 중국 베이징대 인민병원 리농 지 교수가 책임 연구자로, 레이리 가오 교수가 주저자로 참여했다. 총 340명의 중국인 제2형 당뇨병 환자를 대상으로 기존 치료제인 메트포르민으로 혈당이 충분히 조절되지 않는 환자들에게 24주 동안 엔블로정(0.3㎎) 또는 다파글리플로진(10㎎)을 병용 투여해 두 약물의 치료 효과를 비교했다.  그 결과 엔블로정 투여군은 인슐린 저항성(HOMA-IR) 수치가 다파글리플로진 대비 약 30% 더 개선된 것으로 확인됐다. 인슐린 저항성이 낮아진다는 것은 몸이 같은 양의 인슐린으로도 혈당을 더 잘 처리한다는 의미다. 수치가 낮아질수록 체중 증가와 지방 축적 위험을 줄이는 데도 긍정적인 영향을 주는 것으로 알려져 있다.  이 밖에 인슐린 분비, 지방 축적과 관련된 지표인 '공복 C-펩타이드' 수치도 엔블로정 투여군이 다파글리플로진 투여군 보다 약 47% 더 많이 감소했다. 이는 지방이 과도하게 쌓이는 위험을 낮추는 데 도움이 되는 것으로 해석된다.  나재진 대웅제약 임상의학센터장은 ""엔블로정이 단순한 혈당 조절을 넘어 체중과 인슐린 대사까지 함께 개선하는 효과를 확인한 의미 있는 연구""라며 ""국산 신약으로 아시아를 비롯한 다양한 환자군을 대상으로 대사질환 치료 패러다임을 주도해 나가겠다""고 말했다.  엔블로정은 임상 3상의 성공적인 탑라인 결과를 토대로 현재 중국 품목허가(NDA) 절차를 진행 중이다. 첫 해외 임상에서 혈당 조절을 넘어 인슐린 대사 효율성까지 개선할 수 있다는 점을 입증한 만큼, 비만·대사질환과 같은 적응증 확장 연구와 글로벌 시장 진입도 가속할 계획이다.  이번 연구 결과는 최근 미국 애틀랜타에서 열린 '2025 미국비만학회'에서 포스터 발표됐다.",헬스케어
"메드팩토는 내년 1월 12~15일 미국 샌프란시스코에서 열리는 'JP모건 헬스케어 콘퍼런스'에 참가해 항암제 후보물질 '백토서팁'과 신규 면역항암제 파이프라인 'MP010'의 기술이전을 협의할 예정이라고 18일 밝혔다.  메드팩토는 이 행사에서 중국과 유럽, 북미권 기업을 만나 백토서팁의 특정 국가 및 지역별 기술이전을 본격적으로 추진한다. 우정원 사장과 김새롬 미국법인장 등이 현지에서 다수의 글로벌 제약사 및 바이오 기업과 신약 파이프라인 공동개발 및 사업화 협력 기회를 적극적으로 모색할 계획이다.  메드팩토는 특히 백토서팁의 골육종 임상에서 탁월한 성과를 확인한 만큼 다양한 육종암으로 적응증을 확장하기 위한 글로벌 협업을 확대하겠단 전략이다. 또 지난 6월 '바이오 USA'와 11월 '바이오 유럽'에서 협업을 논의한 기업들과 후속 협의를 이어갈 예정이다.  메드팩토 관계자는 ""이번 행사를 통해 다양한 암종에서 효과를 확인한 백토서팁의 지역별 기술이전을 추진하는 동시에 전임상에서 높은 완전관해율을 보인 MP010의 글로벌 협업을 위한 네트워크를 강화하겠다""고 말했다.",헬스케어
"2023년 10월, 커털린 커리코 박사와 드루 와이스먼 박사가 노벨 생리의학상을 수상했다. 이들은 1990년대 초부터 수행한 mRNA 분야 기초연구 결과를 2005년에 발표했고, 이는 화이자와 모더나의 코로나19 백신 개발의 기반이 됐다. 기초과학 성과가 산업 현장에서 경제적·사회적 가치를 창출한 대표적인 모델이다.  이처럼 기초·원천연구는 단기간에 성과를 드러내지 못할 수 있지만 미래산업의 판도를 바꿀 잠재력을 품고 있다. 따라서 이러한 성과가 사장되지 않고 확산되도록 지원하는 것은 과학기술정책의 중요한 과제다.  이재명 대통령은 대선에서 ""정부 R&D(연구·개발) 성과가 전 산업으로 확산되는 혁신성장 체계 구축""을 과학기술 분야 공약으로 제시했고, 당선 이후 ""R&D 성과 기반 실험실창업 지원 강화 등 딥테크 기반 혁신성장""을 국정과제 이행을 위한 주요 내용으로 발표했다. 그간 정부가 막대한 예산 투자로 축적한 연구성과는 논문, 특허 등 서류상에 머무는 경우가 적지 않은데 이런 공공연구성과를 사회적 가치와 산업적 성과로 전환하겠다는 의지를 보여준다.  같은 문제의식에서 미국 NSF(국가연구재단)는 2011년부터 아이콥스(I-Corps, 혁신 특공대) 프로그램을 도입했다. 혹독한 훈련을 거친 특수부대가 민첩하게 작전을 수행하는 것처럼 연구자가 R&D 성과를 기반으로 창업 아이템을 탐색할 수 있도록 훈련시키는 것이다. 연구자는 시장의 수요자를 직접 만나 인터뷰하면서 단기간 내 아이템을 구체화한다. 이러한 교육 훈련을 통해 연구자는 실험실의 성과가 시장에서 통할 수 있는지 직접 검증하고, 나아가 최종 창업 여부를 결정한다.  과학기술정보통신부도 2015년부터 NSF와 협력해 아이콥스 방법론을 도입하고, 공공연구성과 기반 창업탐색 교육·보육 프로그램(실험실창업 탐색 특공대 TeX-Corps)을 운영해 왔다. 그간 864개 창업팀을 발굴하고, 435개 창업기업을 탄생시켰으며, 올해 11월 기준 누적 정부예산 투입(792억원) 대비 9배 이상의 후속 투자(7132억원)를 유치했다. 이중에는 자율주행용 라이다 센서 기술로 작년 코스닥에 상장한 에스오에스랩, 국내 최초로 민간 액체로켓 시험발사에 성공한 페리지에어로스페이스 등 혁신 경쟁력을 입증한 기업도 있다.  과기정통부는 최근 2026년 업무계획을 발표했다. 주요 과제 중 하나로 실험실창업 탐색 지원체계를 전국으로 확대하는 내용도 포함됐다. 현재 인근 대학이나 연구소로부터 참여 연구자를 모집해 사전교육을 지원하는 7개 '실험실창업혁신단(노드)'이 운영되고 있다. 2026년에는 정부출연연구기관 특화형 노드 등 노드를 10개 이상으로 확대하고, 2030년까지 17개 시·도로 확대할 예정이다. 이 외에도 군 복무 중인 우수한 이공계 석·박사 인재까지 범위를 확장하는 등 빈틈없고 체계적인 지원을 추진한다.  공공연구성과가 가진 '혁신의 불씨'를 살려 실험실창업 탐색을 통해 사업화 가능성을 조기에 발굴하고 숨결을 불어 넣는다면 곧 거대한 불꽃으로 타오를 것이다. 그리고 그 불꽃이 만들어 낸 경제가치가 다시 연구개발에 재투자되는 선순환 구조가 정착될 때, 국가 R&D는 지속 가능한 기술주도 성장의 토대를 굳건히 다지게 될 것이다. 과기정통부는 연구자의 땀과 열정이 헛되지 않도록, 그 결실이 내일의 혁신으로 이어지도록, 흔들림 없는 지원으로 국가 과학기술 미래를 밝혀나갈 것이다.",헬스케어
"가천대학교는 이해정 식품영양학과 교수가 총괄책임자로 참여하고 있는 한국형 정밀영양 컨소시엄(KPNC)이 지난 16일 국가통합바이오빅데이터구축사업단(BIKO)과 정밀의료 및 개인 맞춤형 건강관리 연구 협력을 위한 업무협약(MOU)을 체결했다고 18일 밝혔다.  양 기관은 임상·유전체 기반 바이오 빅데이터와 식이, 마이크로바이옴, 생활습관 정보를 연계·활용할 수 있는 협력 기반을 마련하기로 합의했다. 또 정밀의료·영양 분야의 데이터 연계와 공동 분석 방안을 모색한다.  BIKO는 현재 100만명 규모의 임상·유전체 데이터를 구축하고 있다. KPNC는 내년부터 개인별 식이·마이크로바이옴·생활습관 데이터를 본격적으로 확보한다는 계획이다.  임상·유전체·식이·마이크로바이옴 정보를 아우르는 통합 분석이 가능해질 경우 △개인별 질병 위험 평가 △만성질환 예방 전략 수립 △맞춤형 영양 처방 개발 등 연구 및 서비스 개발 등이 보다 체계적으로 추진될 수 있을 것으로 기대된다.  아울러 기관별로 분산됐던 의료·생활 기반 데이터가 연계되면서 정밀 건강관리 모델의 활용 가능성도 함께 검토할 예정이다.  이 교수는 ""이번 협약은 국가사업에서 생산되는 방대한 데이터를 활용할 수 있는 기반을 구축하는 과정""이라며 ""정밀영양 연구의 실효성을 높이고, 한국인을 위한 맞춤형 건강관리 모델을 구체화하는 데 중요한 전환점이 될 것""이라고 설명했다.  한편 가천대는 식품의약품안전처의 지원을 받아 2029년까지 KPNC를 운영한다. 총 100억원에 달하는 사업비가 투입되는 국가 연구사업이다. △식이 △유전체 △마이크로바이옴 △대사체 △라이프로그 등이 연계된 정밀영양 빅데이터를 구축해 한국인 맞춤형 정밀영양 관리 모델을 개발한다.",헬스케어
RNA(리보핵산) 기반 유전자치료제 개발 업체 알지노믹스가 코스닥 상장 첫날 따따블(공모가 대비 4배 상승)을 기록했다.  18일 오전 9시18분 기준 거래소에서 알지노믹스는 공모가(2만2500원) 대비 300% 오른 9만원에 거래 중이다.  최근 IPO(기업공개) 시장에 훈풍이 부는 상황에서 알지노믹스는 이달 초에 진행한 일반청약에서 1871.43대 1의 경쟁률을 보이는 등 흥행에 성공한 바 있다. 전체 주문 물량 중 74.3%가 의무보유확약을 제시해 올해 IPO 회사 중에서도 높은 수준을 보였다는 점도 긍정적으로 작용했다.  알지노믹스는 이번 IPO를 통해 조달한 자금으로 RNA 교정 플랫폼 고도화와 핵심 파이프라인 임상 및 상업화를 가속화할 예정이다.,헬스케어
"라이프케어 브랜드 뉴온이 어린이 키성장 건강기능식품 신제품 '매직키드(Magic Kid)'의 홈쇼핑 첫 론칭을 진행한다고 18일 밝혔다. 오는 21일 오전 7시 35분에 롯데홈쇼핑을 통해 첫 선을 보일 예정이다.  매직키드의 키성장 기능성을 인정받은 신원료 '한삼덩굴추출분말(HSy2)'을 활용해 뼈 형성·에너지 생성·정상적인 면역기능을 고려한 복합기능성 제품이다. 핵심원료 HSy2와 함께 비타민K, 아연, 나이아신, 비타민 B군 등 성장기 필수 영양소를 함유하고 있다. 아이들이 매일 섭취하기 간편한 열대과일맛 젤리스틱으로 출시됐다.  HSy2는 전남 보성 지역에서 친환경 방식으로 재배된 한삼덩굴을 원료로 사용한다. 독자적인 기술을 바탕으로 9단계 추출·정제 공정을 적용해 기능 성분의 안전성과 순도를 확보했다. △일일 성장속도 △연간 성장 변화 등 성장 관련 지표와 △성장판 관련 수치 증가 △인슐린유사성장인자(IGF-1) 수치 개선 △연골대사 활성화 같은 생체 지표 개선 효과도 인체시험과 동물시험을 통해 확인했다.  매직키드의 광고 모델은 배우 이종혁의 아들 이준수다. 이준수는 예능 프로그램 '아빠! 어디가?'를 통해 밝고 친근한 모습을 보여주며 많은 사랑을 받은 인물이다. 회사는 ""매직키드가 전달하고자 하는 건강한 성장 메시지를 소비자들에게 친밀하게 전할 수 있는 최적의 모델""이라고 설명했다.  뉴온 관계자는 ""매직키드는 천연 유래 원료인 HSy2를 기반으로 개발된 건강기능식품으로 보다 안전하게 섭취할 수 있는 특징""이라며 ""홈쇼핑 첫 론칭을 통해 더 많은 소지자들이 매직키드의 과학적 설계와 차별성을 직접 확인할 수 있을 것""이라고 말했다.  한편 뉴온은 올해 상반기 '유산균발효굴추출물(FGO)'을 적용한 '키앤조이(Key&Joy)'를 출시해 첫 방송에서 약 5억원의 판매고를 기록한 바 있다. 이를 통해 뉴온은 기능성 원료 중심의 성장 솔루션 기업으로 입지를 빠르게 구축했다.",헬스케어
"삼성바이오로직스는 사내 상호존중 문화를 확산하고 임직원 소통을 강화하기 위해 개최한 동호회 페스티벌을 성공적으로 마쳤다고 18일 밝혔다.  올해 두 번째로 열린 삼성바이오로직스 동호회 페스티벌은 지난 10일부터 17일까지 사내 복지공간 '하모니스퀘어'에서 진행했다. 이번 행사에선 공연과 수업(오픈클래스), 전시회, 참여 이벤트 등 다양한 프로그램을 운영해 임직원들이 폭넓게 참여하고 교류할 수 있는 환경을 조성했다. 특히 유명 강사와 전 국가대표 운동선수 등을 초청해 강의하는 오픈클래스가 인기를 끌었다.  행사 첫날인 지난 10일 사내 응원단의 공연과 함께 유명 스트레칭 강사 강하나씨의 오픈클래스를 진행했다. 희망자 누구나 자유롭게 참여할 수 있어 많은 임직원이 관심을 보였다. 참가자들은 간단한 동작을 따라 하며 긴장을 풀고 재충전하는 시간을 가졌다.  지난 16일엔 사내 역도 동호회가 강의 및 코칭 프로그램을 열었다. 전 대한민국 역도 국가대표인 함상일 관장을 초청해 스쿼트 등 운동 동작을 지도하고 전문적인 피드백을 제공했다. 이어 17일엔 사내 밴드 및 오케스트라 동호회가 무대를 선보이며 임직원들의 뜨거운 호응을 받았다.  행사 기간 내내 진행한 전시회는 임직원들의 다양한 재능을 공유하는 장으로 주목받았다. 임직원들이 직접 만든 도자기와 순수미술, 손뜨개 등 작품을 전시했다.  상호존중 문화를 조성하기 위한 프로그램도 높은 관심을 받았다. 임직원들은 연말 맞이 '감사 엽서 쓰기' 프로그램을 통해 한 해 동안 함께한 동료에 감사 인사를 전했다. 크리스마스 포토존에선 함께 사진을 촬영하며 따듯한 분위기 속에서 한 해를 마무리하는 시간을 보냈다.  삼성바이오로직스는 사내 조직문화 활성화를 위한 다양한 노력을 기울이고 있다. 지난 5월 사내 복지공간 확장을 목적으로 하모니스퀘어를 재단장했다. 신입사원이 경영진의 멘토로 참여해 상호 경험을 공유하는 '리버스 멘토링'을 진행하는 등 사내 수평적 소통을 촉진하고 있다. 아울러 2015년부터 10년간 가족친화기업 인증을 유지하는 등 건강한 조직문화 조성에 힘쓰고 있다.  이규호 삼성바이오로직스 피플센터장(부사장)은 ""올해 두 차례에 걸쳐 진행한 동호회 페스티벌을 통해 임직원 간 교류를 촉진하고 긍정적 소통 문화를 조성했다""며 ""앞으로도 조직문화를 강화하고 임직원의 성장을 지원하는 다양한 프로그램을 지속하겠다""고 말했다.",헬스케어
"정부가 AI 바이오 모델, 데이터, 인프라 역량을 총결집한 'AI 바이오 국가전략'을 마련했다. '두뇌' 역할을 하는 바이오 파운데이션 모델과 '연구동료' 역할을 하는 에이전틱 AI를 활용해 연구 속도를 높이고, 실패 가능성을 최소화해 AI 바이오 글로벌 허브 국가로 도약한다는 목표다.  18일 과학기술정보통신부는 제2차 과학기술관계장관회의에서 관계부처 합동으로 마련한 'AI 바이오 국가전략'을 심의·의결했다.  정부는 AI 적용 가능성과 파급효과를 고려해 △신약개발 △뇌·역노화 △의료기기 △바이오제조 △농식품(그린바이오) 등 5대 핵심 분야를 선정하고 AI 바이오 모델을 구축한다.  특히 신약개발은 바이오 파운데이션 모델, 에이전틱 AI 기반으로 AI가 스스로 후보물질을 설계하고 검증하는 체계로 전환한다. '(가칭)국가 AI 바이오 연구소'를 중심으로 멀티모달-멀티스케일 바이오 파운데이션 모델을 구축해 실제 산업 현장에서 활용할 수 있도록 개방하고, 신약개발 과정에서 필요한 과업을 자율적으로 수행할 수 있는 에이전틱 AI 프레임워크를 개발한다. 더불어 신약개발 전주기 AI 활용, AI 기반 신규 모달리티 설계 기술 개발, AI·로봇 기반 시험·검증·제조 자동화 등을 추진해 신약개발을 획기적으로 가속한다.  신약개발 분야를 제외한 4개 분야는 분야별 특성을 고려한 특화 AI 모델을 개발·활용해 산업 생산성·경제성을 제고한다.   ""AI 바이오 혁신거점 만들고 데이터 활용↑""  AI 바이오 혁신생태계를 구축하기 위해 대학·연구소, 기업, 병원 등의 다양한 주체가 협력하고, 바이오 연구자, AI 개발자, 데이터 과학자 등 다학제 전문가가 함께 연구하는 'AI 바이오 혁신 연구거점'을 조성한다. 내년 합성신약 분야 1개 시범거점 조성을 시작으로, 2027년부터 2개 이상의 분야로 거점을 확대한다. 각 거점에는 AI 바이오 R&D(연구·개발)와 더불어, 대규모 AI 바이오 모델 개발에 필요한 컴퓨팅 인프라 및 AI·로봇 기반 고속 실험·검증 인프라 구축을 지원한다.  또 폐쇄망 클라우드를 구축하고, 데이터 활용규제 특례 적용을 추진해 인체유래물데이터 등 민감 데이터를 안전하고 편리하게 활용할 수 있는 체계를 마련한다. 거점에서 생산한 데이터는 국가바이오데이터통합플랫폼(K-BDS)에 등록해 외부 연구자에도 개방한다. AI 바이오 혁신 연구거점 지원을 위해 (가칭)국가바이오혁신위원회를 중심으로 'AI 바이오 범정부 협의체'를 운영하고, 산·학·연·병의 참여를 촉진하기 위한 인센티브 체계 마련을 추진한다.  국가연구개발사업에서 생산하는 바이오 데이터를 K-BDS로 연계하고, 한국인 100만명 데이터 구축·재생산 등을 통해 2030년까지 700만건 이상의 고품질 바이오 빅데이터도 확보한다. '바이오데이터 활용 및 인공지능바이오 연구개발 촉진에 관한 법률', '디지털헬스케어법' 등을 제정하고 의료 데이터 활용 편의를 제고하기 위한 제도 개선도 추진한다.  마지막으로 대규모 AI 바이오 데이터 분석, AI 바이오 모델 개발 등을 지원하는 고성능 컴퓨팅 분석활용 자원을 구축·제공한다. 내년 하반기부터 슈퍼컴퓨터 6호기를 AI 바이오 연구에 활용할 수 있도록 지원한다. 장기적으로는 양자컴퓨터-슈퍼컴퓨터 하이브리드 시스템을 구축해 바이오 분야 난제 해결 연구를 지원한다.  배경훈 과기정통부 부총리는 ""AI 대전환 시대 해외 주요국들이 앞다퉈 과학기술 AI 전략을 발표하는 가운데, 바이오 분야에서는 한국이 가장 먼저 'AI 바이오 국가전략'을 수립해 글로벌 리더로 도약할 발판을 마련했다""며 정부는 ""AI 바이오 혁신생태계를 구축하고, 민관 협력을 강화해 우리나라가 세계적인 AI 바이오 경쟁력을 확보할 수 있도록 지원을 아끼지 않겠다""고 말했다.",헬스케어
"대상이 독일의 의약용 아미노산 전문기업 '아미노 유한회사(AMINO GmbH, 이하 아미노)'를 인수하며 글로벌 의약 바이오 시장에 본격 진출한다고 18일 밝혔다.  대상은 전날 독일 아미노 사의 지분 100%를 502억원에 인수한다고 공시했다. 현재 관련 승인 절차를 진행하고 있으며, 내년 3월까지 인수 절차를 완료할 계획이다.  아미노 사는 1958년 설립된 의약용 아미노산 전문기업으로, 의료용 수액제, 환자식, 바이오의약품용 세포배지 및 부형제 제조에 필요한 아미노산을 생산한다. 독일 북부 프렐슈테트 지역에 연구소와 총 3곳의 생산공장(약 6000㎡ 규모)을 운영하고 있으며, 글로벌 대형 바이오제약 기업 및 환자식 업체와 안정적인 거래관계를 구축하고 있다.  대상은 이번 인수를 통해 의약용 아미노산 시장에 진출할 계획이다.  의약용 아미노산 시장은 고령화 사회 진입과 의료 인프라 확장으로 수액제, 환자식 수요가 지속 증가하면서 매년 10%씩 성장하고 있는 분야다. 특히 단백질·유전자·세포 치료제 등 바이오 의약품 시장이 급성장하면서 아미노산을 필요로 하는 세포배지, 부형제, 시약의 수요도 함께 증가하고 있다.  대상은 아미노사의 제조시설 및 설비를 비롯해 67년 업력을 통해 구축한 정제 기술과 유럽 내 인허가 역량을 확보하게 된다. 또 아미노 사의 글로벌 대형 거래처 네트워크를 활용해 기존 유럽 시장 점유율을 유지하면서 북미, 아시아 등으로 사업 영역을 확대할 계획이다. 대상은 기존 사료용 아미노산 사업과의 시너지 효과도 창출할 것으로 기대한다.  임정배 대상 대표이사는 ""이번 인수는 기존 소재 사업에서 축적한 아미노산 기술력을 바탕으로 고부가가치 의약 바이오 시장으로 사업 영역을 확장하는 전략적 투자""라며 ""아미노 사의 기술력과 글로벌 네트워크를 통해 의약용 아미노산 시장에서 경쟁력을 확보해 나가겠다""고 밝혔다.",헬스케어
